CaseID,DateCert,DateArgument,DateDecision,TimePeriod,CaseName,CaseSummary,IssueArea
2015026,,2015-12-07,2016-04-19,2000_2018,California Franchise Tax Board V. Hyatt,"Nevada's decision to apply a special rule of law allowing damages awards greater than $50,000 violated U.S. Const. art. IV, § 1, where the rule applied only in lawsuits against sister States, and as a result, the decision reflected a constitutionally impermissible policy of hostility to the public acts of a sister State.",EconomicActivity
2015033,,2016-01-13,2016-04-20,2000_2018,Bank Markazi V. Peterson,"22 U.S.C.S. § 8772, which made available for postjudgment execution set of assets held at New York bank for Central Bank of Iran to partially satisfy judgments obtained by over 1,000 victims of terrorist acts sponsored by Iran, did not offend separation of powers principles protecting role of an independent Judiciary within constitutional design.",EconomicActivity
2015035,,2016-01-19,2016-04-26,2000_2018,"Heffernan V. City Of Paterson, New Jersey","City police officer who was observed carrying campaign sign for delivery to parent was entitled to seek relief for officer's demotion based on city's mistaken belief that officer was engaging in political speech, since city acted upon constitutionally harmful policy regardless of whether officer did or did not in fact engage in political activity.",FirstAmendment
2015038,,2016-01-20,2016-03-22,2000_2018,Sturgeon V. Frost,"Interpretation of 16 U.S.C.S. § 3103(c) was rejected as Act contemplated possibility that all land within boundaries of conservation system units in Alaska may have been treated differently from federally managed preservation areas across country, and that non-public lands within unit may have been treated differently from public lands within unit.",EconomicActivity
2015041,,2016-02-23,2016-06-13,2000_2018,Halo Electronics V. Pulse Electronics,U.S. Court of Appeals for Federal Circuit's decisions affirming district court judgments in separate patent infringement actions where issue of increased damages under 35 U.S.C.S. § 284 was addressed were vacated because Federal Circuit used test it adopted in In re Seagate Technology to review both cases and that test was inconsistent with § 284.,EconomicActivity
2015047,,2016-03-01,2016-05-16,2000_2018,"Husky International Electronics, Inc., V. Ritz","Prohibition of a bankruptcy discharge for ""actual fraud"" under 11 U.S.C.S. § 523(a)(2)(A) encompasses fraudulent conveyance schemes, even when those schemes do not involve a false representation.",EconomicActivity
2015048,2015-11-13,2016-03-02,2016-06-27,2000_2018,Whole Woman's Health V. Hellerstedt,"Tex. Health & Safety Code Ann. § 171.0031(a), which imposed admitting-privileges requirements on abortion providers, and Tex. Health & Safety Code Ann. § 245.010(a), which required abortion facilities to meet surgical center requirements, were unconstitutional; medical benefits did not justify the undue burden on abortion access.",Abortion
2015050,,2016-03-21,2016-06-20,2000_2018,Rjr Nabisco Inc. V. European Community,"RICO, 18 U.S.C.S. § 1962, applies to foreign racketeering activity as long as the predicate offense involves a statute that is extraterritorial; however, the private right of action under 18 U.S.C.S. § 1964(c) requires a domestic injury to business or property, and domestic injury claims against a cigarette company in the instant case were waived.",EconomicActivity
2015051,,2016-03-22,2016-06-06,2000_2018,Simmons V. Himmelreich,"The language “the provisions of this chapter shall not apply” set forth in 28 U.S.C.S. § 2680(a) was to be read as it was written, and as a result, the judgment bar provision, 28 U.S.C.S. § 2676, which was one of the “provisions of this chapter,” did not apply to the categories of claims in the exceptions sections of the Federal Tort Claims Act.",EconomicActivity
2015056,,2016-03-30,2016-05-31,2000_2018,"United States Army Corp Of Engineers V. Hawkes Co., Inc.","Approved jurisdictional determination U.S. Army Corps of Engineers issued after three companies applied for permit under 33 U.S.C.S. § 1344(a) to remove peat from property they owned, which found that property contained ""waters of the United States,"" was final agency action that was reviewable in federal district court pursuant to 5 U.S.C.S. § 704.",EconomicActivity
2015062,2015-12-04,2016-03-22,2016-06-13,2000_2018,Puerto Rico V. Franklin California Tax Free Trust,"Puerto Rico was not a state for purposes of 11 U.S.C.S. § 109(c) and could not perform the single function of the states under that provision, but because it remained a state for purposes of 11 U.S.C.S. § 903(1), it was barred from enacting its own municipal bankruptcy scheme to restructure the debt of its insolvent public utilities companies.",EconomicActivity
2015063,2015-11-06,2016-03-23,2016-05-16,2000_2018,Zubik V. Burwell,"Where providers of health insurance to employees challenged regulations requiring them to cover certain contraceptives, unless they submitted a specific notice of objection, parties on remand were afforded opportunity to arrive at approach that accommodated providers' religious exercise while ensuring that women received contraceptive coverage.",FirstAmendment
2015067,,2016-04-19,2016-06-16,2000_2018,"Universal Health Services, Inc. V. Escobar, Julio, Et Al","Implied false certification theory can be a basis for liability under the False Claims Act, 31 U.S.C.S. § 3729(a)(1)(A), at least where specific representations are made about the goods or services provided, and a failure to disclose noncompliance with material statutory, regulatory, or contractual requirements makes the representations misleading.",EconomicActivity
2015071,,2016-04-25,2016-06-20,2000_2018,"Cuozzo Speed Technologies, Llc V. Lee","Court of appeals did not err when it found that LLC that held U.S. Patent No. 6,778,074, which described speedometer that showed driver when he was speeding, did not have right under 35 U.S.C.S. § 314(d) to appeal PTO's decision to initiate inter partes review because, inter alia, competitor's challenge did not implicate a constitutional question.",EconomicActivity
2016001,,2016-10-11,2016-12-06,2000_2018,Samsung Electronics V. Apple,"The term ""article of manufacture,"" as used in 35 U.S.C.S. § 289, encompassed both a product sold to a consumer and a component of that product, and thus, the lower court's basis for not limiting the award, i.e., that the component parts of a manufacturer's smartphones were not sold separately from their shells, was in error.",EconomicActivity
2016007,,2016-10-31,2017-03-22,2000_2018,"Star Athletica, L.l.c. V. Varsity Brands, Inc.",The United States Court of Appeals for Sixth Circuit did not err when it found that graphics that were used by a company that manufactured cheerleading uniforms were copyrightable under 17 U.S.C.S. § 101 because they could be identified separately and were capable of existing independently of uniforms the company manufactured.,EconomicActivity
2016008,,2016-12-07,2017-03-22,2000_2018,Czyzewski V. Jevic Holding Corp.,"A distribution scheme ordered in connection with the dismissal of a Chapter 11 case could not, without the consent of the affected parties, deviate from the basic priority rules that applied under the primary mechanisms the Bankruptcy Code established for final distributions of estate value in business bankruptcies.",EconomicActivity
2016009,,2016-11-01,2017-03-21,2000_2018,"Sca Hygiene Prods. Aktiebolag V. First Quality Baby Prods., Llc","Doctrine of laches which precluded unreasonable, prejudicial delay in commencing suit did not apply to patent infringement action for damages since action was filed within statute of limitations for such actions under 35 U.S.C.S. § 286, and judicial application of laches could not override express statutory determination that action was timely.",EconomicActivity
2016020,,2016-11-01,2016-12-06,2000_2018,"State Farm Fire & Casualty Co. V. United States, Ex Rel Rigsby","False Claims Act's structure was itself an indication that violating the seal requirement did not mandate dismissal. The insurance company’s arguments to the contrary were unavailing because, inter alia, 31 U.S.C.S. § 3730(b)(2) did not tie the seal requirement to the right to bring the qui tam suit in conditional terms.",EconomicActivity
2016031,,2016-12-06,2017-02-22,2000_2018,Life Technologies Corp. V. Promega Corp.,"Phrase “substantial portion” that was used in 35 U.S.C.S. § 271(f)(1) had a quantitative, not qualitative, meaning, and § 271(f)(1) did not govern supply of single component of multicomponent invention which company that was licensed under U.S. Patent No. RE 37,984 manufactured in U.S. and shipped to United Kingdom for use in genetic testing kits.",EconomicActivity
